step,rank,is_low_rank
1447,512,False
1448,512,False
1449,511,False
1450,512,False
1451,512,False
1452,512,False
1453,512,False
1454,508,False
1455,512,False
1456,512,False
1457,512,False
1458,512,False
1459,512,False
1460,512,False
1461,512,False
1462,512,False
1463,512,False
1464,509,False
1465,512,False
1466,511,False
1467,512,False
1468,512,False
1469,512,False
1470,512,False
1471,512,False
1472,512,False
1473,512,False
1474,512,False
1475,512,False
1476,512,False
1477,474,False
1478,512,False
1479,512,False
1480,512,False
1481,512,False
1482,512,False
1483,508,False
1484,469,False
1485,502,False
1486,512,False
1487,512,False
1488,512,False
1489,510,False
1490,512,False
1491,512,False
1492,512,False
1493,512,False
1494,512,False
1495,512,False
1496,512,False
1497,512,False
1498,512,False
1499,512,False
1500,512,False
1501,512,False
1502,512,False
1503,512,False
1504,512,False
1505,512,False
1506,512,False
1507,512,False
1508,512,False
1509,454,False
1510,512,False
1511,512,False
1512,495,False
1513,512,False
1514,510,False
1515,512,False
1516,496,False
1517,512,False
1518,495,False
1519,512,False
1520,512,False
1521,512,False
1522,512,False
1523,512,False
1524,512,False
1525,512,False
1526,512,False
1527,512,False
1528,511,False
1529,314,True
1530,512,False
1531,512,False
1532,512,False
1533,512,False
1534,512,False
1535,512,False
1536,512,False
1537,494,False
1538,512,False
1539,512,False
1540,512,False
1541,512,False
1542,512,False
1543,453,False
1544,512,False
1545,419,False
1546,503,False
1547,512,False
1548,512,False
1549,512,False
1550,512,False
1551,453,False
1552,505,False
1553,512,False
1554,512,False
1555,512,False
1556,508,False
1557,506,False
1558,505,False
1559,512,False
1560,512,False
1561,512,False
1562,479,False
1563,512,False
1564,500,False
1565,512,False
1566,512,False
1567,512,False
1568,512,False
1569,503,False
1570,512,False
1571,498,False
1572,512,False
1573,512,False
1574,507,False
1575,512,False
1576,509,False
1577,512,False
1578,512,False
1579,512,False
1580,504,False
1581,512,False
1582,416,False
1583,512,False
1584,512,False
1585,510,False
1586,512,False
1587,506,False
1588,512,False
1589,471,False
1590,506,False
1591,512,False
1592,512,False
1593,512,False
1594,512,False
1595,512,False
1596,512,False
1597,512,False
1598,512,False
1599,512,False
1600,512,False
1601,506,False
1602,512,False
1603,501,False
1604,512,False
1605,506,False
1606,512,False
1607,512,False
1608,512,False
1609,512,False
1610,512,False
1611,486,False
1612,512,False
1613,512,False
1614,501,False
1615,492,False
1616,512,False
1617,505,False
1618,489,False
1619,480,False
1620,451,False
1621,484,False
1622,512,False
1623,512,False
1624,423,False
1625,505,False
1626,512,False
1627,512,False
1628,510,False
1629,512,False
1630,512,False
1631,502,False
1632,512,False
1633,483,False
1634,512,False
1635,512,False
1636,512,False
1637,414,False
1638,508,False
1639,512,False
1640,512,False
1641,508,False
1642,512,False
1643,512,False
1644,512,False
1645,512,False
1646,500,False
1647,512,False
1648,512,False
1649,512,False
1650,505,False
1651,512,False
1652,512,False
1653,512,False
1654,512,False
1655,512,False
1656,512,False
1657,512,False
1658,512,False
1659,512,False
1660,512,False
1661,495,False
1662,449,False
1663,512,False
1664,512,False
1665,512,False
1666,509,False
1667,512,False
1668,492,False
1669,512,False
1670,505,False
1671,512,False
1672,497,False
1673,482,False
1674,512,False
1675,512,False
1676,512,False
1677,512,False
1678,512,False
1679,512,False
1680,508,False
1681,510,False
1682,500,False
1683,505,False
1684,512,False
1685,509,False
1686,512,False
1687,512,False
1688,512,False
1689,512,False
1690,428,False
1691,505,False
1692,512,False
1693,512,False
1694,512,False
1695,512,False
1696,512,False
1697,479,False
1698,512,False
1699,512,False
1700,510,False
1701,512,False
1702,512,False
1703,512,False
1704,512,False
1705,500,False
1706,512,False
1707,512,False
1708,512,False
1709,512,False
1710,512,False
1711,494,False
1712,493,False
1713,512,False
1714,512,False
1715,512,False
1716,512,False
1717,511,False
1718,512,False
1719,512,False
1720,512,False
1721,434,False
1722,512,False
1723,507,False
1724,512,False
1725,512,False
1726,512,False
1727,512,False
1728,510,False
1729,357,True
1730,512,False
1731,507,False
1732,457,False
1733,512,False
1734,512,False
1735,512,False
1736,512,False
1737,512,False
1738,465,False
1739,512,False
1740,512,False
1741,459,False
1742,505,False
1743,441,False
1744,508,False
1745,507,False
1746,512,False
1747,512,False
1748,512,False
1749,512,False
1750,512,False
1751,512,False
1752,512,False
1753,512,False
1754,512,False
1755,488,False
1756,512,False
1757,512,False
1758,512,False
1759,512,False
1760,512,False
1761,509,False
1762,512,False
1763,504,False
1764,507,False
1765,512,False
1766,512,False
1767,506,False
1768,512,False
1769,512,False
1770,512,False
1771,512,False
1772,512,False
1773,512,False
1774,506,False
1775,496,False
1776,512,False
1777,512,False
1778,512,False
1779,512,False
1780,512,False
1781,512,False
1782,398,False
1783,508,False
1784,512,False
1785,511,False
1786,512,False
1787,502,False
1788,493,False
1789,501,False
1790,512,False
1791,484,False
1792,512,False
1793,512,False
1794,512,False
1795,512,False
1796,512,False
1797,503,False
1798,512,False
1799,512,False
1800,512,False
1801,486,False
1802,512,False
1803,512,False
1804,512,False
1805,502,False
1806,512,False
1807,512,False
1808,505,False
1809,512,False
1810,509,False
1811,512,False
1812,512,False
1813,512,False
1814,512,False
1815,497,False
1816,512,False
1817,512,False
1818,504,False
1819,512,False
1820,491,False
1821,508,False
1822,512,False
1823,512,False
1824,512,False
1825,467,False
1826,488,False
1827,483,False
1828,511,False
1829,512,False
1830,512,False
1831,512,False
1832,422,False
1833,512,False
1834,512,False
1835,512,False
1836,512,False
1837,481,False
1838,512,False
1839,512,False
1840,480,False
1841,512,False
1842,512,False
1843,506,False
1844,512,False
1845,512,False
1846,512,False
1847,489,False
1848,512,False
1849,511,False
1850,512,False
1851,512,False
1852,487,False
1853,512,False
1854,512,False
1855,512,False
1856,512,False
1857,509,False
1858,512,False
1859,512,False
1860,451,False
1861,508,False
1862,512,False
1863,512,False
1864,507,False
1865,512,False
1866,512,False
1867,512,False
1868,512,False
1869,512,False
1870,512,False
1871,512,False
1872,512,False
1873,512,False
1874,507,False
1875,512,False
1876,512,False
1877,512,False
1878,512,False
1879,512,False
1880,489,False
1881,512,False
1882,486,False
1883,453,False
1884,512,False
1885,512,False
1886,512,False
1887,512,False
1888,484,False
1889,512,False
1890,456,False
1891,512,False
1892,500,False
1893,512,False
1894,512,False
1895,484,False
1896,512,False
1897,512,False
1898,512,False
1899,512,False
1900,512,False
1901,512,False
1902,512,False
1903,511,False
1904,512,False
1905,512,False
1906,512,False
1907,512,False
1908,503,False
1909,511,False
1910,512,False
1911,467,False
1912,510,False
1913,512,False
1914,504,False
1915,512,False
1916,512,False
1917,512,False
1918,459,False
1919,512,False
1920,512,False
1921,512,False
1922,512,False
1923,512,False
1924,512,False
1925,512,False
1926,512,False
1927,512,False
1928,512,False
1929,512,False
1930,512,False
1931,511,False
1932,512,False
1933,512,False
1934,512,False
1935,512,False
1936,512,False
1937,512,False
1938,454,False
1939,504,False
1940,494,False
1941,512,False
1942,512,False
1943,512,False
1944,512,False
1945,512,False
1946,512,False
1947,512,False
1948,512,False
1949,512,False
1950,512,False
1951,512,False
1952,512,False
1953,512,False
1954,512,False
1955,512,False
1956,512,False
1957,500,False
1958,507,False
1959,512,False
1960,466,False
1961,463,False
1962,512,False
1963,512,False
